title,fitness_category,tool,body_part,target,disease,youtube_id,youtube_url,thumb_url,page_no,rank_on_page
점핑점핑해요,심폐지구력,목봉/사다리/줄/하프콘,,유아기,,KlDL8qiVZuA,https://www.youtube.com/watch?v=KlDL8qiVZuA,https://img.youtube.com/vi/KlDL8qiVZuA/0.jpg,1,1
흔들어 체조,유연성,맨몸,전신,유아기,,bNGdUKkkg5Q,https://www.youtube.com/watch?v=bNGdUKkkg5Q,https://img.youtube.com/vi/bNGdUKkkg5Q/0.jpg,1,2
인사 체조,근력/근지구력,맨몸,전신,유아기,,5bh6al9PrBY,https://www.youtube.com/watch?v=5bh6al9PrBY,https://img.youtube.com/vi/5bh6al9PrBY/0.jpg,1,3
후굴자세 해봐요,유연성,보슈볼,전신,유아기,,UNNiQNukAmg,https://www.youtube.com/watch?v=UNNiQNukAmg,https://img.youtube.com/vi/UNNiQNukAmg/0.jpg,1,4
줄넘기 해요,심폐지구력,줄,전신,유아기,,qUn3Yb0j0Ko,https://www.youtube.com/watch?v=qUn3Yb0j0Ko,https://img.youtube.com/vi/qUn3Yb0j0Ko/0.jpg,1,5
지그재그 달려요,민첩성/순발력,라바콘/공/맨몸,전신,유아기,,JFb1g2BVw1Q,https://www.youtube.com/watch?v=JFb1g2BVw1Q,https://img.youtube.com/vi/JFb1g2BVw1Q/0.jpg,1,6
힘차게 던져요,민첩성/순발력,공,전신,유아기,,sPiJjJw8zg4,https://www.youtube.com/watch?v=sPiJjJw8zg4,https://img.youtube.com/vi/sPiJjJw8zg4/0.jpg,1,7
지게발 걸어요,평형성,막대/맨몸/하프콘,전신,유아기,,OCAEizGxsbA,https://www.youtube.com/watch?v=OCAEizGxsbA,https://img.youtube.com/vi/OCAEizGxsbA/0.jpg,1,8
후다닥 집어요,민첩성/순발력,공,상체,유아기,,EGZbme3XO1s,https://www.youtube.com/watch?v=EGZbme3XO1s,https://img.youtube.com/vi/EGZbme3XO1s/0.jpg,1,9
힘차게 맞춰요,민첩성/순발력,공/막대/목봉,전신,유아기,,epfZM_461MM,https://www.youtube.com/watch?v=epfZM_461MM,https://img.youtube.com/vi/epfZM_461MM/0.jpg,1,10
조심조심 걸어요,평형성,공/막대/목봉/사다리/줄,전신,유아기,,gDKdCMYu7lM,https://www.youtube.com/watch?v=gDKdCMYu7lM,https://img.youtube.com/vi/gDKdCMYu7lM/0.jpg,1,11
후다닥 붙여요,민첩성/순발력,공,전신,유아기,,6GaiMQ0RC00,https://www.youtube.com/watch?v=6GaiMQ0RC00,https://img.youtube.com/vi/6GaiMQ0RC00/0.jpg,1,12
우리 모두 다같이,근력/근지구력,맨몸,전신,유아기,,p8LPwUDWpOI,https://www.youtube.com/watch?v=p8LPwUDWpOI,https://img.youtube.com/vi/p8LPwUDWpOI/0.jpg,2,1
동물처럼 걸어요,근력/근지구력,맨몸,전신,유아기,,JwdlbUuMBpE,https://www.youtube.com/watch?v=JwdlbUuMBpE,https://img.youtube.com/vi/JwdlbUuMBpE/0.jpg,2,2
알을 낳아요,심폐지구력,공,전신,유아기,,FfGUlYOhMg0,https://www.youtube.com/watch?v=FfGUlYOhMg0,https://img.youtube.com/vi/FfGUlYOhMg0/0.jpg,2,3
꼬리를 떼어요,심폐지구력,라바콘/공/맨몸/스카프,전신,유아기,,VSkdVzQp3_Y,https://www.youtube.com/watch?v=VSkdVzQp3_Y,https://img.youtube.com/vi/VSkdVzQp3_Y/0.jpg,2,4
소방훈련 해요,근력/근지구력,맨몸,,유아기,,efSpX08rOPc,https://www.youtube.com/watch?v=efSpX08rOPc,https://img.youtube.com/vi/efSpX08rOPc/0.jpg,2,5
엉금엉금 기어요,근력/근지구력,라바콘/공/맨몸,상체,유아기,,mTqBxGSPyrQ,https://www.youtube.com/watch?v=mTqBxGSPyrQ,https://img.youtube.com/vi/mTqBxGSPyrQ/0.jpg,2,6
밸런스 보드에 서요,평형성,보슈볼,전신,유아기,,bAlyDuF9BSE,https://www.youtube.com/watch?v=bAlyDuF9BSE,https://img.youtube.com/vi/bAlyDuF9BSE/0.jpg,2,7
알록달록 공을 옮겨요,협응력,공,전신,유아기,,v5bZwdt5O6I,https://www.youtube.com/watch?v=v5bZwdt5O6I,https://img.youtube.com/vi/v5bZwdt5O6I/0.jpg,2,8
낚시를 해요,협응력,막대/줄,상체,유아기,,Q4307KeeK2g,https://www.youtube.com/watch?v=Q4307KeeK2g,https://img.youtube.com/vi/Q4307KeeK2g/0.jpg,2,9
밸런스 볼에 서요,평형성,보슈볼,전신,유아기,,-FG62V4U3ik,https://www.youtube.com/watch?v=-FG62V4U3ik,https://img.youtube.com/vi/-FG62V4U3ik/0.jpg,2,10
분리배출 해요,협응력,공/막대,,유아기,,JATBe36n69I,https://www.youtube.com/watch?v=JATBe36n69I,https://img.youtube.com/vi/JATBe36n69I/0.jpg,2,11
알록달록 붙여요,협응력,공/사다리/의자/줄,,유아기,,JCNEhRZ5aJ0,https://www.youtube.com/watch?v=JCNEhRZ5aJ0,https://img.youtube.com/vi/JCNEhRZ5aJ0/0.jpg,2,12
계이름 치기,협응력,맨몸,전신,유소년,,RBkj5eAk8N0,https://www.youtube.com/watch?v=RBkj5eAk8N0,https://img.youtube.com/vi/RBkj5eAk8N0/0.jpg,3,1
밴드를 당겨요,근력/근지구력,밴드,상체,유아기,,We_R8PO5jrk,https://www.youtube.com/watch?v=We_R8PO5jrk,https://img.youtube.com/vi/We_R8PO5jrk/0.jpg,3,2
거북이 스트레칭,유연성,맨몸,전신,유아기,,H8zlxTkQ9lg,https://www.youtube.com/watch?v=H8zlxTkQ9lg,https://img.youtube.com/vi/H8zlxTkQ9lg/0.jpg,3,3
윗몸 말며 공을 전달해요,근력/근지구력,공/맨몸,복부/허리/몸통,유아기,,C9GAO3Oy6z8,https://www.youtube.com/watch?v=C9GAO3Oy6z8,https://img.youtube.com/vi/C9GAO3Oy6z8/0.jpg,3,4
영차영차 올라요,근력/근지구력,맨몸,전신,유아기,,9R5q1RuISgU,https://www.youtube.com/watch?v=9R5q1RuISgU,https://img.youtube.com/vi/9R5q1RuISgU/0.jpg,3,5
공을 옮겨요(옆),협응력,공,전신,유아기,,B-EvmGDLOU8,https://www.youtube.com/watch?v=B-EvmGDLOU8,https://img.youtube.com/vi/B-EvmGDLOU8/0.jpg,3,6
끌어요 당겨요,근력/근지구력,맨몸/밴드/사다리,//몸통/,유아기,,nrB8QZ3rgb0,https://www.youtube.com/watch?v=nrB8QZ3rgb0,https://img.youtube.com/vi/nrB8QZ3rgb0/0.jpg,3,7
빌리보를 밀어요,근력/근지구력,맨몸/베개/보슈볼,전신,유아기,,g5bjIAgLr0o,https://www.youtube.com/watch?v=g5bjIAgLr0o,https://img.youtube.com/vi/g5bjIAgLr0o/0.jpg,3,8
딩딩링을 끼워요,근력/근지구력,맨몸/밴드/줄/테이블,상체/손목,유아기,,vZpUnllBHyI,https://www.youtube.com/watch?v=vZpUnllBHyI,https://img.youtube.com/vi/vZpUnllBHyI/0.jpg,3,9
공 받고 던져요,협응력,공,전신,유아기,,5qsEowv7Kco,https://www.youtube.com/watch?v=5qsEowv7Kco,https://img.youtube.com/vi/5qsEowv7Kco/0.jpg,3,10
공을 옮겨요(앞),협응력,공,전신,유아기,,zBBIu3eymPg,https://www.youtube.com/watch?v=zBBIu3eymPg,https://img.youtube.com/vi/zBBIu3eymPg/0.jpg,3,11
뽁뽁이를 눌러요,협응력,맨몸/보슈볼,상체/손목,유아기,,9rnRVkMoWtc,https://www.youtube.com/watch?v=9rnRVkMoWtc,https://img.youtube.com/vi/9rnRVkMoWtc/0.jpg,3,12
반복 옆뛰기,민첩성/순발력,맨몸/줄/하프콘,전신,유소년,,4gw_K966RAM,https://www.youtube.com/watch?v=4gw_K966RAM,https://img.youtube.com/vi/4gw_K966RAM/0.jpg,4,1
벽패스,협응력,공,전신,유소년,,beu4oIY1vjE,https://www.youtube.com/watch?v=beu4oIY1vjE,https://img.youtube.com/vi/beu4oIY1vjE/0.jpg,4,2
십(十)자 드리블,협응력,라바콘/공,전신,유소년,,byRsrO8qhpg,https://www.youtube.com/watch?v=byRsrO8qhpg,https://img.youtube.com/vi/byRsrO8qhpg/0.jpg,4,3
공 양손으로 주고 받기,협응력,공,전신,유소년,,wpRYvVFM-HA,https://www.youtube.com/watch?v=wpRYvVFM-HA,https://img.youtube.com/vi/wpRYvVFM-HA/0.jpg,4,4
의자 잡고 반복 옆 뛰기,민첩성/순발력,맨몸/의자,전신,유소년,,hOgaVdOSwdw,https://www.youtube.com/watch?v=hOgaVdOSwdw,https://img.youtube.com/vi/hOgaVdOSwdw/0.jpg,4,5
양 손 번갈아 공 튀기기,협응력,공,전신,유소년,,vffvCksMUfg,https://www.youtube.com/watch?v=vffvCksMUfg,https://img.youtube.com/vi/vffvCksMUfg/0.jpg,4,6
라켓으로 공 치며 앞으로 가기,협응력,풍선/라켓,전신,유소년,,S8MFxWv9wg4,https://www.youtube.com/watch?v=S8MFxWv9wg4,https://img.youtube.com/vi/S8MFxWv9wg4/0.jpg,4,7
공 위로 던지고 제자리 돌아 받기,협응력,공,전신,유소년,,m-ISbQftC2E,https://www.youtube.com/watch?v=m-ISbQftC2E,https://img.youtube.com/vi/m-ISbQftC2E/0.jpg,4,8
무릎-허리 높이로 공 튀기기,협응력,공,전신,유소년,,z4ROS7dj1fA,https://www.youtube.com/watch?v=z4ROS7dj1fA,https://img.youtube.com/vi/z4ROS7dj1fA/0.jpg,4,9
공 던져 색깔 맞추기,협응력,공,전신,유소년,,54fLPATKj50,https://www.youtube.com/watch?v=54fLPATKj50,https://img.youtube.com/vi/54fLPATKj50/0.jpg,4,10
훌라후프로 공 끌고 가기,협응력,공/훌라후프,전신,유소년,,83Y-Fp_lbf4,https://www.youtube.com/watch?v=83Y-Fp_lbf4,https://img.youtube.com/vi/83Y-Fp_lbf4/0.jpg,4,11
훌라후프하며 앞으로 가기,협응력,하프콘/훌라후프,전신,유소년,,LVgDNxRug0E,https://www.youtube.com/watch?v=LVgDNxRug0E,https://img.youtube.com/vi/LVgDNxRug0E/0.jpg,4,12
2단 줄넘기,민첩성/순발력,맨몸/줄넘기,전신,유소년,,MgxsqDqM9AQ,https://www.youtube.com/watch?v=MgxsqDqM9AQ,https://img.youtube.com/vi/MgxsqDqM9AQ/0.jpg,5,1
십(十)자 달리기,민첩성/순발력,맨몸/하프콘,전신,유소년,,k7nYGwru9qo,https://www.youtube.com/watch?v=k7nYGwru9qo,https://img.youtube.com/vi/k7nYGwru9qo/0.jpg,5,2
점프해서 발바닥 치기,민첩성/순발력,맨몸,/,유소년,,8KF6J_MMj7w,https://www.youtube.com/watch?v=8KF6J_MMj7w,https://img.youtube.com/vi/8KF6J_MMj7w/0.jpg,5,3
제자리 멀리 뛰기,민첩성/순발력,맨몸,/,유소년,,bbLthsYBQDI,https://www.youtube.com/watch?v=bbLthsYBQDI,https://img.youtube.com/vi/bbLthsYBQDI/0.jpg,5,4
연속 무릎 올리기,민첩성/순발력,맨몸/의자/줄/하프콘,/,유소년,,ca_bJSTNiNE,https://www.youtube.com/watch?v=ca_bJSTNiNE,https://img.youtube.com/vi/ca_bJSTNiNE/0.jpg,5,5
대(大)자 점프 뛰기,민첩성/순발력,맨몸,전신,유소년,,LX1hy8AJYCE,https://www.youtube.com/watch?v=LX1hy8AJYCE,https://img.youtube.com/vi/LX1hy8AJYCE/0.jpg,5,6
S자 달리기,민첩성/순발력,맨몸/하프콘,전신,유소년,,Fwp_dC6fY7U,https://www.youtube.com/watch?v=Fwp_dC6fY7U,https://img.youtube.com/vi/Fwp_dC6fY7U/0.jpg,5,7
4방향 콘 찍고 달리기,민첩성/순발력,맨몸/하프콘,전신,유소년,,7BwpXiGOMjQ,https://www.youtube.com/watch?v=7BwpXiGOMjQ,https://img.youtube.com/vi/7BwpXiGOMjQ/0.jpg,5,8
점프해서 손 발끝 닿기,민첩성/순발력,맨몸,전신,유소년,,rkfDOMaPDfw,https://www.youtube.com/watch?v=rkfDOMaPDfw,https://img.youtube.com/vi/rkfDOMaPDfw/0.jpg,5,9
콘 뛰어넘기,민첩성/순발력,맨몸/하프콘,/,유소년,,sx_cwgl6dGo,https://www.youtube.com/watch?v=sx_cwgl6dGo,https://img.youtube.com/vi/sx_cwgl6dGo/0.jpg,5,10
점프하며 앞으로 나가기,민첩성/순발력,맨몸/하프콘,전신,유소년,,_ZoCIx54eeA,https://www.youtube.com/watch?v=_ZoCIx54eeA,https://img.youtube.com/vi/_ZoCIx54eeA/0.jpg,5,11
50M 달리기,민첩성/순발력,맨몸,전신,유소년,,tVuErfFGLaE,https://www.youtube.com/watch?v=tVuErfFGLaE,https://img.youtube.com/vi/tVuErfFGLaE/0.jpg,5,12
누워서 굽힌 다리 펴기,유연성,맨몸/밴드/수건/써클링,/,유소년,,NCc6T_T7JJ8,https://www.youtube.com/watch?v=NCc6T_T7JJ8,https://img.youtube.com/vi/NCc6T_T7JJ8/0.jpg,6,1
잔발치기,민첩성/순발력,맨몸,전신,유소년,,C75IYA85mnk,https://www.youtube.com/watch?v=C75IYA85mnk,https://img.youtube.com/vi/C75IYA85mnk/0.jpg,6,2
벽잡고 빨리 뛰기,민첩성/순발력,맨몸,///,유소년,,aNpV1R-dcRU,https://www.youtube.com/watch?v=aNpV1R-dcRU,https://img.youtube.com/vi/aNpV1R-dcRU/0.jpg,6,3
한 발 뒤로 빼고 앞으로 굽히기,유연성,맨몸,/,유소년,,ro5XgKye-4E,https://www.youtube.com/watch?v=ro5XgKye-4E,https://img.youtube.com/vi/ro5XgKye-4E/0.jpg,6,4
엎드려 상체 들어올리기,유연성,맨몸,등/복부/몸통,유소년,,UubzHdVpQjw,https://www.youtube.com/watch?v=UubzHdVpQjw,https://img.youtube.com/vi/UubzHdVpQjw/0.jpg,6,5
다리 모아 뒤로 눕기,유연성,공/맨몸/써클휠,///,유소년,,0hJraABwrQ4,https://www.youtube.com/watch?v=0hJraABwrQ4,https://img.youtube.com/vi/0hJraABwrQ4/0.jpg,6,6
활 자세,유연성,맨몸/밴드/수건/써클링,/,유소년,,roGAu693-os,https://www.youtube.com/watch?v=roGAu693-os,https://img.youtube.com/vi/roGAu693-os/0.jpg,6,7
무릎 대고 상체 뒤로 젖히기,유연성,맨몸,/,유소년,,fgTEpCT_qT0,https://www.youtube.com/watch?v=fgTEpCT_qT0,https://img.youtube.com/vi/fgTEpCT_qT0/0.jpg,6,8
엎드려 어깨 늘리기,유연성,공/맨몸/써클휠,////,유소년,,BsW63YITwXg,https://www.youtube.com/watch?v=BsW63YITwXg,https://img.youtube.com/vi/BsW63YITwXg/0.jpg,6,9
엎드려 교차 발 잡아당기기,유연성,맨몸,허벅지앞쪽,유소년,,k2umioC4dn0,https://www.youtube.com/watch?v=k2umioC4dn0,https://img.youtube.com/vi/k2umioC4dn0/0.jpg,6,10
무릎 대고 옆으로 기울이기,유연성,막대/맨몸/밴드/써클링,복부/허리/몸통,유소년,,wp0vr0I8UEA,https://www.youtube.com/watch?v=wp0vr0I8UEA,https://img.youtube.com/vi/wp0vr0I8UEA/0.jpg,6,11
팔 빨리 흔들기,민첩성/순발력,맨몸,///,유소년,,ZUKM0wbqF4k,https://www.youtube.com/watch?v=ZUKM0wbqF4k,https://img.youtube.com/vi/ZUKM0wbqF4k/0.jpg,6,12
다리 벌려 옆으로 상체 숙이기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,4Sh-l6LW2io,https://www.youtube.com/watch?v=4Sh-l6LW2io,https://img.youtube.com/vi/4Sh-l6LW2io/0.jpg,7,1
다리 벌려 앞으로 상체 숙이기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,oPEXWcRANJA,https://www.youtube.com/watch?v=oPEXWcRANJA,https://img.youtube.com/vi/oPEXWcRANJA/0.jpg,7,2
발목 얹고 다리 잡아당기기,유연성,맨몸,/,유소년,,7lHtKJw7qTQ,https://www.youtube.com/watch?v=7lHtKJw7qTQ,https://img.youtube.com/vi/7lHtKJw7qTQ/0.jpg,7,3
다리 모아 상체 숙이기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,UbdHMbDdlfI,https://www.youtube.com/watch?v=UbdHMbDdlfI,https://img.youtube.com/vi/UbdHMbDdlfI/0.jpg,7,4
무릎 굽혀 가슴 닿기,유연성,맨몸,//,유소년,,sWMuG_CdohI,https://www.youtube.com/watch?v=sWMuG_CdohI,https://img.youtube.com/vi/sWMuG_CdohI/0.jpg,7,5
발바닥 마주대고 끌어당기기,유연성,맨몸,허벅지내측/허벅지앞쪽,유소년,,AG_1Tvtobko,https://www.youtube.com/watch?v=AG_1Tvtobko,https://img.youtube.com/vi/AG_1Tvtobko/0.jpg,7,6
다리 굽혀(W자) 상체 뒤로 눕기,유연성,맨몸,/,유소년,,8iOLRNEXF0Y,https://www.youtube.com/watch?v=8iOLRNEXF0Y,https://img.youtube.com/vi/8iOLRNEXF0Y/0.jpg,7,7
앉아서 옆구리 늘려주기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,M95EiuTLuC4,https://www.youtube.com/watch?v=M95EiuTLuC4,https://img.youtube.com/vi/M95EiuTLuC4/0.jpg,7,8
앉아서 한 발 앞으로 굽히기,유연성,맨몸/밴드,종아리뒤쪽/허벅지뒤쪽,유소년,,z1fguNdHKLM,https://www.youtube.com/watch?v=z1fguNdHKLM,https://img.youtube.com/vi/z1fguNdHKLM/0.jpg,7,9
한 발 앞굽이 팔 위로 뻗어 가슴 내밀기,유연성,맨몸,/,유소년,,MyWN4BooK7A,https://www.youtube.com/watch?v=MyWN4BooK7A,https://img.youtube.com/vi/MyWN4BooK7A/0.jpg,7,10
앉아 윗몸 앞으로 굽히기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,DSzbj4FpZ_w,https://www.youtube.com/watch?v=DSzbj4FpZ_w,https://img.youtube.com/vi/DSzbj4FpZ_w/0.jpg,7,11
다리 꼬아 상체 앞으로 숙이기,유연성,맨몸,종아리뒤쪽/허벅지뒤쪽,유소년,,xnDoF8SHosI,https://www.youtube.com/watch?v=xnDoF8SHosI,https://img.youtube.com/vi/xnDoF8SHosI/0.jpg,7,12
1단 줄넘기,심폐지구력,줄넘기,전신,유소년,,7Rqc2MhfqKU,https://www.youtube.com/watch?v=7Rqc2MhfqKU,https://img.youtube.com/vi/7Rqc2MhfqKU/0.jpg,8,1
계단 오르기,심폐지구력,맨몸/스텝박스/스텝퍼,전신,유소년,,fo1FlS41oig,https://www.youtube.com/watch?v=fo1FlS41oig,https://img.youtube.com/vi/fo1FlS41oig/0.jpg,8,2
제자리 뛰기,심폐지구력,맨몸/밴드,전신,유소년,,uy1T5QNARJ4,https://www.youtube.com/watch?v=uy1T5QNARJ4,https://img.youtube.com/vi/uy1T5QNARJ4/0.jpg,8,3
왕복달리기,심폐지구력,라바콘/공/맨몸,전신,유소년,,npkhsPgJKxc,https://www.youtube.com/watch?v=npkhsPgJKxc,https://img.youtube.com/vi/npkhsPgJKxc/0.jpg,8,4
박스 옆으로 번갈아 뛰기,심폐지구력,맨몸/스텝박스,전신,유소년,,goxQEwmXISE,https://www.youtube.com/watch?v=goxQEwmXISE,https://img.youtube.com/vi/goxQEwmXISE/0.jpg,8,5
한 발 무릎위 올려차기,심폐지구력,맨몸/스텝박스,전신,유소년,,NBpEWlVUiak,https://www.youtube.com/watch?v=NBpEWlVUiak,https://img.youtube.com/vi/NBpEWlVUiak/0.jpg,8,6
박스 오르내리기,심폐지구력,맨몸/스텝박스,전신,유소년,,B_ZmgQ0r4G0,https://www.youtube.com/watch?v=B_ZmgQ0r4G0,https://img.youtube.com/vi/B_ZmgQ0r4G0/0.jpg,8,7
엎드려 무릎 연속 차기,심폐지구력,맨몸,전신,유소년,,uOEDN5JKB_Y,https://www.youtube.com/watch?v=uOEDN5JKB_Y,https://img.youtube.com/vi/uOEDN5JKB_Y/0.jpg,8,8
다리 모았다 벌려 뛰기,심폐지구력,맨몸/스텝박스,전신,유소년,,S0R0DfN9uF8,https://www.youtube.com/watch?v=S0R0DfN9uF8,https://img.youtube.com/vi/S0R0DfN9uF8/0.jpg,8,9
허리 비틀어 앉았다 일어서기,근력/근지구력,공/맨몸,허벅지앞쪽,유소년,,LXvXhGDda-c,https://www.youtube.com/watch?v=LXvXhGDda-c,https://img.youtube.com/vi/LXvXhGDda-c/0.jpg,8,10
무릎 올려 공 닿기,근력/근지구력,공/맨몸,종아리/종아리뒤쪽/종아리앞쪽/허벅지/허벅지내측/허벅지뒤쪽/허벅지앞쪽/허벅지외측/하체/골반,유소년,,aJ2URWnaYzU,https://www.youtube.com/watch?v=aJ2URWnaYzU,https://img.youtube.com/vi/aJ2URWnaYzU/0.jpg,8,11
밴드 잡고 다리 옆으로 벌리기,근력/근지구력,맨몸/밴드,허벅지외측,유소년,,WXatlRyvZNM,https://www.youtube.com/watch?v=WXatlRyvZNM,https://img.youtube.com/vi/WXatlRyvZNM/0.jpg,8,12
다리 앞뒤로 벌려 굽혔다 펴기,근력/근지구력,맨몸,//,유소년,,yn_JjLJaR4U,https://www.youtube.com/watch?v=yn_JjLJaR4U,https://img.youtube.com/vi/yn_JjLJaR4U/0.jpg,9,1
발 뒤꿈치 들어올리기,근력/근지구력,맨몸/의자,종아리,유소년,,KLp2eCPRc6Q,https://www.youtube.com/watch?v=KLp2eCPRc6Q,https://img.youtube.com/vi/KLp2eCPRc6Q/0.jpg,9,2
옆으로 다리 뻗기,근력/근지구력,맨몸,종아리/종아리뒤쪽/종아리앞쪽/허벅지/허벅지내측/허벅지뒤쪽/허벅지앞쪽/허벅지외측/하체/골반,유소년,,W87D90EHUjI,https://www.youtube.com/watch?v=W87D90EHUjI,https://img.youtube.com/vi/W87D90EHUjI/0.jpg,9,3
앞발 의자 올려 굽히기,근력/근지구력,맨몸/의자,/,유소년,,3ofToKYGZX4,https://www.youtube.com/watch?v=3ofToKYGZX4,https://img.youtube.com/vi/3ofToKYGZX4/0.jpg,9,4
의자에 앉아 다리 펴서 들어올리기,근력/근지구력,맨몸/밴드/의자,허벅지앞쪽,유소년,,TeOzUtF_60o,https://www.youtube.com/watch?v=TeOzUtF_60o,https://img.youtube.com/vi/TeOzUtF_60o/0.jpg,9,5
앞으로 나가며 앉았다 일어서기,근력/근지구력,맨몸/의자,종아리/종아리뒤쪽/종아리앞쪽/허벅지내측/허벅지뒤쪽/허벅지앞쪽/허벅지외측/하체/골반,유소년,,trVV1QXctrk,https://www.youtube.com/watch?v=trVV1QXctrk,https://img.youtube.com/vi/trVV1QXctrk/0.jpg,9,6
다리 옆으로 들어올리기,근력/근지구력,맨몸/의자,허벅지내측/허벅지외측,유소년,,ZPeV_MD9ZlY,https://www.youtube.com/watch?v=ZPeV_MD9ZlY,https://img.youtube.com/vi/ZPeV_MD9ZlY/0.jpg,9,7
앞발 들어올리기,근력/근지구력,맨몸/의자,종아리앞쪽,유소년,,Wpy4zo0O-eo,https://www.youtube.com/watch?v=Wpy4zo0O-eo,https://img.youtube.com/vi/Wpy4zo0O-eo/0.jpg,9,8
교차 다리 굽히기,근력/근지구력,맨몸/물병,종아리/종아리뒤쪽/종아리앞쪽/허벅지/허벅지내측/허벅지뒤쪽/허벅지앞쪽/허벅지외측/하체/골반,유소년,,qg6l38ZHUpA,https://www.youtube.com/watch?v=qg6l38ZHUpA,https://img.youtube.com/vi/qg6l38ZHUpA/0.jpg,9,9
뒷발 의자 올려 굽히기,근력/근지구력,맨몸/의자,/,유소년,,pC-Klz76ZA8,https://www.youtube.com/watch?v=pC-Klz76ZA8,https://img.youtube.com/vi/pC-Klz76ZA8/0.jpg,9,10
밴드 잡고 무릎펴기,근력/근지구력,맨몸/밴드,허벅지앞쪽,유소년,,V3dy9zf-zeA,https://www.youtube.com/watch?v=V3dy9zf-zeA,https://img.youtube.com/vi/V3dy9zf-zeA/0.jpg,9,11
밴드 한 발 뒤로 들기,근력/근지구력,맨몸/밴드/의자,종아리뒤쪽,유소년,,96vKSCBl_WM,https://www.youtube.com/watch?v=96vKSCBl_WM,https://img.youtube.com/vi/96vKSCBl_WM/0.jpg,9,12
앉았다 일어서기,근력/근지구력,공/의자,//,유소년,,CZl5Th--uhQ,https://www.youtube.com/watch?v=CZl5Th--uhQ,https://img.youtube.com/vi/CZl5Th--uhQ/0.jpg,10,1
엎드려 다리 들어올리기,근력/근지구력,맨몸,둔부,유소년,,LFdPiGNtGvs,https://www.youtube.com/watch?v=LFdPiGNtGvs,https://img.youtube.com/vi/LFdPiGNtGvs/0.jpg,10,2
옆으로 누워 다리 들어올리기,근력/근지구력,맨몸,//,유소년,,39UIxnja2Mc,https://www.youtube.com/watch?v=39UIxnja2Mc,https://img.youtube.com/vi/39UIxnja2Mc/0.jpg,10,3
팔로 써클링 누르기,근력/근지구력,공/써클링,가슴,유소년,,08ZrHhPlqag,https://www.youtube.com/watch?v=08ZrHhPlqag,https://img.youtube.com/vi/08ZrHhPlqag/0.jpg,10,4
V자 버티기,근력/근지구력,공/맨몸/써클링,복부,유소년,,pgx7kHmOd08,https://www.youtube.com/watch?v=pgx7kHmOd08,https://img.youtube.com/vi/pgx7kHmOd08/0.jpg,10,5
무릎 굽혀 엉덩이 들어올리기,근력/근지구력,맨몸,/,유소년,,LNH-Gh5GB1k,https://www.youtube.com/watch?v=LNH-Gh5GB1k,https://img.youtube.com/vi/LNH-Gh5GB1k/0.jpg,10,6
